Time,TRACENO,FFID,CHAN,SOU_X,SOU_Y,FRONT_X,FRONT_Y,TAIL_X,TAIL_Y,Feathering
09:26:14.781,1417,1552510,1,235117.41647,3781340.1601,235140.419,3781353.6822,235089.1825,3781368.8433,17.083711397646653
09:26:14.982,1417,1552510,1,235117.41647,3781340.1601,235140.419,3781353.6822,235090.5102,3781368.7737,17.424347735964147
09:26:15.259,1456,1552511,16,235118.38758,3781340.0651,235140.419,3781353.6822,235090.5102,3781368.7737,17.424347735964147
09:26:15.544,1465,1552512,1,235119.40922,3781339.97048,235140.419,3781353.6822,235090.5102,3781368.7737,17.424347735964147
09:26:15.782,1465,1552512,1,235119.40922,3781339.97048,235140.419,3781353.6822,235091.5063,3781368.7533,17.725239068915243
09:26:16.059,1504,1552513,16,235120.63881,3781339.95562,235141.3167,3781353.7759,235093.0695,3781368.8038,17.900617698050212
09:26:16.259,1504,1552513,16,235120.63881,3781339.95562,235143.854,3781353.5311,235093.0695,3781368.8038,17.337895844433547
09:26:16.582,1513,1552514,1,235121.83152,3781340.02777,235143.854,3781353.5311,235093.5493,3781368.7799,17.46356395839871
09:26:16.782,1513,1552514,1,235121.83152,3781340.02777,235143.854,3781353.5311,235093.5493,3781368.7799,17.46356395839871
09:26:17.059,1552,1552515,16,235122.85673,3781340.10276,235144.7216,3781353.4513,235093.9789,3781368.6649,17.289703014933764
09:26:17.344,1552,1552515,16,235122.85673,3781340.10276,235144.7216,3781353.4513,235093.9789,3781368.6649,17.289703014933764
09:26:17.568,1561,1552516,1,235123.72673,3781340.12424,235145.9608,3781353.7136,235095.3671,3781368.4863,16.877115267198747
09:26:17.781,1561,1552516,1,235123.72673,3781340.12424,235145.9608,3781353.7136,235096.303,3781368.3821,17.056700984777933
09:26:18.031,1600,1552517,16,235124.70003,3781340.14584,235147.2321,3781353.5388,235096.303,3781368.3821,16.848777535516945
09:26:18.345,1600,1552517,16,235124.70003,3781340.14584,235147.9551,3781353.5473,235096.303,3781368.3821,16.624390313796198
09:26:18.581,1609,1552518,1,235125.6961,3781340.16441,235147.9551,3781353.5473,235097.1033,3781368.2428,16.718596956306556
09:26:18.859,1609,1552518,1,235125.6961,3781340.16441,235147.9551,3781353.5473,235097.1033,3781368.2428,16.718596956306556
09:26:19.001,1648,1552519,16,235126.71832,3781340.17736,235148.797,3781353.6054,235098.4533,3781368.1705,16.73585748394703
09:26:19.382,1648,1552519,16,235126.71832,3781340.17736,235150.0427,3781353.7469,235099.216,3781368.2787,16.555698259625274
09:26:19.582,1657,1552520,1,235127.7939,3781340.20918,235150.0427,3781353.7469,235099.216,3781368.2787,16.555698259625274
09:26:19.859,1657,1552520,1,235127.7939,3781340.20918,235150.0427,3781353.7469,235099.216,3781368.2787,16.555698259625274
09:26:20.144,1696,1552521,16,235128.81466,3781340.23269,235151.7259,3781354.0645,235099.216,3781368.2787,15.746716680881491
09:26:20.382,1696,1552521,16,235128.81466,3781340.23269,235151.7259,3781354.0645,235100.0977,3781368.1586,15.869250333417085
09:26:20.583,1705,1552522,1,235129.8303,3781340.24578,235151.7259,3781354.0645,235100.0977,3781368.1586,15.869250333417085
09:26:20.859,1705,1552522,1,235129.8303,3781340.24578,235151.7259,3781354.0645,235102.4968,3781368.0872,16.499377748497636
09:26:21.144,1744,1552523,16,235130.83998,3781340.26533,235152.4769,3781354.155,235102.4968,3781368.0872,16.176074847592247
09:26:21.382,1744,1552523,16,235130.83998,3781340.26533,235152.4769,3781354.155,235103.3394,3781368.1373,16.48394494029327
09:26:21.658,1753,1552524,1,235131.8348,3781340.29251,235154.5376,3781353.9328,235103.3394,3781368.1373,16.106216710801675
09:26:21.859,1753,1552524,1,235131.8348,3781340.29251,235155.3825,3781353.8752,235103.3394,3781368.1373,15.925315869890085
09:26:22.143,1816,1552526,16,235133.79958,3781340.34096,235155.3825,3781353.8752,235103.3394,3781368.1373,15.925315869890085
09:26:22.381,1816,1552526,16,235133.79958,3781340.34096,235155.3825,3781353.8752,235103.3394,3781368.1373,15.925315869890085
09:26:22.658,1825,1552527,1,235134.79759,3781340.36671,235156.2979,3781353.9197,235105.6236,3781367.9308,16.055760438763627
09:26:22.858,1825,1552527,1,235134.79759,3781340.36671,235156.2979,3781353.9197,235105.6236,3781367.9308,16.055760438763627
09:26:23.181,1864,1552528,16,235135.80053,3781340.38838,235158.1232,3781353.9027,235107.5759,3781367.8777,16.05472283995573
09:26:23.353,1864,1552528,16,235135.80053,3781340.38838,235158.1232,3781353.9027,235107.5759,3781367.8777,16.05472283995573
09:26:23.658,1873,1552529,1,235136.78135,3781340.39873,235159.0325,3781353.7807,235107.5759,3781367.8777,15.920786477092065
09:26:23.944,1873,1552529,1,235136.78135,3781340.39873,235159.0325,3781353.7807,235108.2849,3781368.0879,16.344662461458825
09:26:24.182,1912,1552530,16,235137.76395,3781340.40855,235159.8183,3781353.8108,235108.2849,3781368.0879,16.08515623650925
09:26:24.459,1912,1552530,16,235137.76395,3781340.40855,235159.8183,3781353.8108,235109.3799,3781368.1563,16.476612746673425
09:26:24.658,1921,1552531,1,235138.77482,3781340.42878,235161.1321,3781354.1191,235109.3799,3781368.1563,15.77570499672072
09:26:24.944,1921,1552531,1,235138.77482,3781340.42878,235161.9971,3781354.1363,235110.8165,3781367.8917,15.64344154382485
09:26:25.177,1960,1552532,16,235139.75869,3781340.45879,235161.9971,3781354.1363,235110.8165,3781367.8917,15.64344154382485
09:26:25.459,1960,1552532,16,235139.75869,3781340.45879,235161.9971,3781354.1363,235112.0261,3781367.9507,16.053371996907117
09:26:25.608,1969,1552533,1,235140.73404,3781340.48982,235163.2196,3781354.1352,235112.0261,3781367.9507,15.702538813146475
09:26:25.981,1969,1552533,1,235140.73404,3781340.48982,235163.2196,3781354.1352,235112.0261,3781367.9507,15.702538813146475
09:26:26.181,2008,1552534,16,235141.74444,3781340.5249,235164.7425,3781354.475,235112.0261,3781367.9507,14.939241975547475
09:26:26.459,2008,1552534,16,235141.74444,3781340.5249,235164.7425,3781354.475,235113.3123,3781367.8844,15.213390871217598
09:26:26.744,2017,1552535,1,235142.80135,3781340.57947,235165.5191,3781354.653,235113.3123,3781367.8844,14.821708306734024
09:26:26.981,2017,1552535,1,235142.80135,3781340.57947,235165.5191,3781354.653,235115.2763,3781368.1121,15.596363565071158
09:26:27.181,2056,1552536,16,235143.80454,3781340.62319,235166.37,3781354.4597,235115.2763,3781368.1121,15.560113389186881
09:26:27.458,2056,1552536,16,235143.80454,3781340.62319,235167.5043,3781354.2266,235116.314,3781367.874,15.527919981900936
09:26:27.744,2065,1552537,1,235144.76083,3781340.6429,235167.5043,3781354.2266,235116.314,3781367.874,15.527919981900936
09:26:27.981,2065,1552537,1,235144.76083,3781340.6429,235168.3971,3781354.3157,235117.1882,3781367.6819,15.228580213796135
09:26:28.258,2104,1552538,16,235145.74359,3781340.65051,235168.3971,3781354.3157,235117.1882,3781367.6819,15.228580213796135
09:26:28.458,2104,1552538,16,235145.74359,3781340.65051,235169.2124,3781354.3919,235117.8086,3781367.7799,15.198239120092467
09:26:28.744,2113,1552539,1,235146.751,3781340.66148,235169.2124,3781354.3919,235118.9246,3781367.9511,15.689921006449481
09:26:28.982,2113,1552539,1,235146.751,3781340.66148,235169.9939,3781354.4376,235118.9246,3781367.9511,15.421400999719822
09:26:29.258,2152,1552540,16,235147.77845,3781340.68325,235169.9939,3781354.4376,235119.8125,3781367.876,15.591833604303474
09:26:29.458,2152,1552540,16,235147.77845,3781340.68325,235171.3195,3781354.3215,235119.8125,3781367.876,15.343590213983134
09:26:29.781,2161,1552541,1,235148.78921,3781340.71136,235171.3195,3781354.3215,235120.8393,3781367.922,15.678728788355102
09:26:29.981,2161,1552541,1,235148.78921,3781340.71136,235172.5629,3781354.1954,235120.8393,3781367.922,15.46276658779982
09:26:30.259,2224,1552543,16,235150.87569,3781340.79421,235172.5629,3781354.1954,235122.2256,3781368.0728,16.012903831989433
09:26:30.544,2233,1552544,1,235151.91026,3781340.84779,235172.5629,3781354.1954,235122.2256,3781368.0728,16.012903831989433
09:26:30.781,2233,1552544,1,235151.91026,3781340.84779,235173.8994,3781354.3402,235123.0508,3781368.0958,15.737379464248818
09:26:31.058,2272,1552545,16,235152.91799,3781340.89436,235173.8994,3781354.3402,235123.0508,3781368.0958,15.737379464248818
09:26:31.259,2272,1552545,16,235152.91799,3781340.89436,235175.2384,3781354.2385,235123.8749,3781367.9561,15.55293807727935
09:26:31.543,2281,1552546,1,235153.91092,3781340.93896,235176.1816,3781354.1306,235123.8749,3781367.9561,15.405604436670558
09:26:31.781,2281,1552546,1,235153.91092,3781340.93896,235176.1816,3781354.1306,235125.1513,3781367.8209,15.617568701366054
09:26:32.059,2320,1552547,16,235154.91675,3781340.99316,235176.1816,3781354.1306,235125.1513,3781367.8209,15.617568701366054
09:26:32.258,2320,1552547,16,235154.91675,3781340.99316,235176.8375,3781354.1139,235126.27,3781367.7337,15.674270179475911
09:26:32.581,2329,1552548,1,235155.87298,3781341.02316,235178.0731,3781354.1807,235126.27,3781367.7337,15.261406315281192
09:26:32.781,2329,1552548,1,235155.87298,3781341.02316,235178.0731,3781354.1807,235127.3239,3781367.616,15.428261163313437
09:26:33.058,2368,1552549,16,235156.79083,3781341.01937,235178.9639,3781354.1142,235127.3239,3781367.616,15.252549151955577
09:26:33.344,2368,1552549,16,235156.79083,3781341.01937,235178.9639,3781354.1142,235128.4698,3781367.7558,15.718239711119963
09:26:33.581,2377,1552550,1,235157.76305,3781341.0011,235178.9639,3781354.1142,235129.3701,3781367.7204,15.941773130869137
09:26:33.782,2377,1552550,1,235157.76305,3781341.0011,235178.9639,3781354.1142,235129.3701,3781367.7204,15.941773130869137
09:26:34.058,2416,1552551,16,235158.8216,3781340.99972,235180.7382,3781354.2128,235129.3701,3781367.7204,15.332795842104247
09:26:34.344,2416,1552551,16,235158.8216,3781340.99972,235180.7382,3781354.2128,235130.472,3781367.7634,15.686971256633797
09:26:34.582,2425,1552552,1,235159.91148,3781341.03475,235182.6342,3781354.1337,235131.769,3781368.0222,15.872073480374297
09:26:34.858,2425,1552552,1,235159.91148,3781341.03475,235182.6342,3781354.1337,235131.769,3781368.0222,15.872073480374297
09:26:35.058,2464,1552553,16,235160.95576,3781341.09331,235183.7741,3781354.4399,235132.4352,3781368.0051,15.400915433271678
09:26:35.344,2464,1552553,16,235160.95576,3781341.09331,235183.7741,3781354.4399,235132.4352,3781368.0051,15.400915433271678
09:26:35.581,2473,1552554,1,235161.93628,3781341.15288,235183.7741,3781354.4399,235133.4556,3781367.9485,15.627404525077623
09:26:35.859,2473,1552554,1,235161.93628,3781341.15288,235184.6882,3781354.5052,235133.4556,3781367.9485,15.302803087067957
09:26:36.144,2512,1552555,16,235162.92289,3781341.21459,235186.0583,3781354.4302,235134.5555,3781368.0598,15.422847310572934
09:26:36.381,2512,1552555,16,235162.92289,3781341.21459,235186.0583,3781354.4302,235135.4483,3781367.8848,15.487650812910033
09:26:36.583,2521,1552556,1,235163.93,3781341.2833,235187.0687,3781354.4334,235135.4483,3781367.8848,15.20550145874796
09:26:36.859,2521,1552556,1,235163.93,3781341.2833,235187.0687,3781354.4334,235135.4483,3781367.8848,15.20550145874796
09:26:37.145,2584,1552558,16,235165.88356,3781341.35825,235187.9879,3781354.626,235135.4483,3781367.8848,14.76334085227677
09:26:37.381,2584,1552558,16,235165.88356,3781341.35825,235187.9879,3781354.626,235136.5016,3781367.7944,14.946706228757307
09:26:37.659,2593,1552559,1,235166.88206,3781341.36713,235189.2213,3781354.5162,235138.4326,3781367.7939,15.25094516436286
09:26:37.858,2593,1552559,1,235166.88206,3781341.36713,235189.2213,3781354.5162,235138.4326,3781367.7939,15.25094516436286
09:26:38.144,2632,1552560,16,235167.89534,3781341.36823,235190.0652,3781354.374,235139.2546,3781367.9047,15.511630286397406
09:26:38.383,2632,1552560,16,235167.89534,3781341.36823,235190.0652,3781354.374,235139.2546,3781367.9047,15.511630286397406
09:26:38.659,2641,1552561,1,235168.89991,3781341.36448,235190.0652,3781354.374,235139.8238,3781368.0437,15.820615648354305
09:26:38.859,2641,1552561,1,235168.89991,3781341.36448,235191.2703,3781354.2472,235139.8238,3781368.0437,15.611898895192496
09:26:39.181,2680,1552562,16,235169.9142,3781341.37468,235191.2703,3781354.2472,235141.1186,3781367.7421,15.660519079409937
09:26:39.364,2680,1552562,16,235169.9142,3781341.37468,235192.8188,3781354.0746,235142.2031,3781367.6487,15.612318268877686
09:26:39.658,2689,1552563,1,235170.97848,3781341.41486,235192.8188,3781354.0746,235142.2031,3781367.6487,15.612318268877686
09:26:39.944,2689,1552563,1,235170.97848,3781341.41486,235193.7924,3781354.1081,235142.2031,3781367.6487,15.306650548538187
09:26:40.182,2728,1552564,16,235172.04075,3781341.49048,235193.7924,3781354.1081,235142.9161,3781367.7603,15.620945997874173
09:26:40.382,2728,1552564,16,235172.04075,3781341.49048,235194.6178,3781354.2116,235143.923,3781367.8249,15.631281688813147
09:26:40.659,2737,1552565,1,235173.02836,3781341.55303,235195.8322,3781354.1087,235143.923,3781367.8249,15.401235778865612
